popularity,genres,sub-genres,explicit,followers,danceability,energy,key,loudness,mode,instrumentalness,liveness,tempo,duration_ms,time_signature,mood
79,155,137,1,258246,0.693,0.729,0,-2.99,1,0,0,117.848,284733,4,1
79,94,76,0,1222592,0.447,0.848,2,-6.175,1,0,0,172.253,205200,4,0
79,14,75,0,2785500,0.451,0.931,9,-3.871,1,0,0,122.961,302840,4,0
79,174,139,0,19533399,0.672,0.82,11,-4.456,1,0,0,120.005,278573,4,0
82,53,65,1,20103224,0.667,0.747,1,-7.059,1,0,0,86.917,203493,4,1
79,68,120,1,15139634,0.534,0.87,11,-3.078,0,0,0,126.019,215160,4,0
78,68,120,0,12293793,0.724,0.695,11,-5.226,1,0,0,139.0,224400,4,0
78,152,147,0,5208380,0.276,0.715,0,-5.356,1,0,0,137.028,230760,4,0
80,24,120,0,55220475,0.707,0.813,11,-4.515,0,0,0,124.921,238627,4,1
77,18,36,1,4574735,0.375,0.862,11,-3.363,0,0,0,159.841,338853,4,0
77,14,32,0,6984570,0.557,0.8,10,-8.477,1,0,0,135.47,245373,4,1
77,18,20,0,1788387,0.736,0.74,0,-2.18,1,0,0,140.141,221933,4,1
76,11,16,0,669007,0.644,0.939,11,-3.486,0,0,0,106.031,208107,4,1
76,149,98,0,3260356,0.636,0.849,0,-7.075,1,0,0,156.036,175493,4,1
76,53,65,1,20103224,0.439,0.808,1,-6.881,1,0,0,82.962,207000,4,0
76,1,123,0,62058,0.498,0.862,7,-6.02,0,0,0,128.034,192294,4,0
75,68,120,0,6945265,0.753,0.931,2,-4.922,1,0,0,113.029,189693,4,1
75,161,177,0,2399403,0.7,0.864,7,-3.629,1,0,0,102.997,297587,4,1
76,18,36,1,4574735,0.68,0.687,9,-6.162,0,0,0,150.053,249533,4,0
75,2,89,0,1895633,0.583,0.786,2,-3.142,0,0,0,123.055,258827,4,1
75,154,154,0,5864120,0.315,0.296,5,-13.262,1,0,0,173.509,263573,4,0
74,48,161,1,61896,0.949,0.79,8,-5.957,1,0,0,117.002,246053,4,1
74,18,27,0,10498948,0.573,0.712,0,-5.976,1,0,0,140.012,259720,4,0
74,68,120,0,2317089,0.466,0.759,8,-4.978,0,0,0,160.033,264373,4,0
73,174,139,0,19533399,0.729,0.658,10,-3.386,0,0,0,140.043,250667,3,1
73,52,41,0,3416583,0.592,0.263,4,-14.029,0,0,0,76.366,238520,4,0
73,68,61,0,5406955,0.671,0.685,11,-5.762,0,0,0,118.449,245680,4,0
73,35,120,0,6975035,0.667,0.954,2,-3.462,1,0,0,114.03,175093,4,1
73,168,177,0,27030222,0.706,0.841,7,-3.956,1,0,0,132.032,220227,4,1
73,24,120,0,55220475,0.637,0.73,5,-5.38,0,0,0,93.867,218947,4,1
72,37,120,0,48469343,0.616,0.47,5,-6.092,0,0,0,80.03,210507,4,0
72,115,104,1,13558535,0.829,0.428,0,-9.469,1,0,0,148.075,299333,4,0
72,86,43,0,560599,0.605,0.874,7,-4.949,0,1,0,125.99,157432,4,1
71,68,120,0,8991830,0.714,0.665,4,-7.736,0,0,0,78.515,204733,4,1
71,68,120,0,1592200,0.721,0.88,9,-3.896,0,0,0,110.021,202907,4,1
71,25,19,0,1853770,0.551,0.819,2,-4.489,1,0,0,174.917,137760,4,1
71,11,108,1,825664,0.512,0.864,7,-4.146,1,0,0,138.018,222827,4,1
70,168,177,0,20777609,0.692,0.911,9,-5.098,0,0,0,138.975,190453,4,1
70,18,30,1,2336886,0.654,0.77,9,-6.091,0,0,0,137.616,321293,4,0
71,115,104,1,13558535,0.674,0.695,6,-8.636,0,0,0,151.486,221840,4,1
69,166,120,0,44257589,0.33,0.58,1,-7.875,0,0,0,76.093,222653,4,0
69,90,103,0,321916,0.618,0.955,4,-3.836,1,0,0,150.034,179947,4,1
69,68,100,0,2467562,0.697,0.474,9,-6.663,1,0,0,127.904,196280,4,0
69,187,158,0,116334,0.767,0.881,9,-3.988,1,0,0,130.018,209800,4,1
69,95,177,0,455983,0.645,0.984,4,-7.051,1,0,0,144.954,176453,4,1
68,122,88,0,525238,0.57,0.664,0,-4.718,0,0,0,162.084,213520,4,0
68,113,77,0,440145,0.878,0.746,11,-4.281,1,0,0,111.996,204093,4,1
68,37,31,0,3504592,0.584,0.7,6,-4.251,1,0,0,163.953,234173,4,1
68,157,115,0,968707,0.396,0.451,0,-7.109,1,0,0,169.518,183600,4,0
68,11,98,0,23474657,0.534,0.393,11,-7.813,1,0,0,110.007,290360,4,0
68,68,177,0,3754123,0.832,0.87,8,-4.2,0,0,0,138.003,240747,4,1
68,68,137,0,7256852,0.699,0.699,8,-5.564,0,0,0,94.977,206413,4,1
68,68,120,0,7970409,0.711,0.753,4,-6.461,0,0,0,126.051,234360,4,1
68,95,177,0,455983,0.639,0.976,1,-5.503,1,0,0,147.99,148187,4,0
67,77,93,1,1788061,0.84,0.571,10,-7.421,1,0,0,116.59,188493,4,1
67,51,120,0,7882771,0.605,0.629,10,-5.051,1,0,0,99.893,241373,4,0
67,177,177,0,198625,0.738,0.983,5,-4.374,0,0,0,92.998,235760,4,1
67,68,93,0,3035792,0.752,0.921,5,-4.321,0,0,0,115.033,236693,4,1
66,53,65,0,20103224,0.76,0.524,1,-7.67,0,0,0,119.603,270307,4,0
66,68,61,0,5406955,0.756,0.612,5,-4.371,1,0,0,111.572,218400,4,0
66,53,25,0,1857321,0.572,0.822,11,-6.015,0,0,0,94.812,289000,4,0
66,68,120,0,12293793,0.769,0.638,11,-5.054,1,0,0,115.007,212107,4,1
66,170,177,1,716404,0.575,0.686,1,-6.008,1,0,0,172.167,204040,4,1
65,77,67,1,1233705,0.723,0.322,8,-9.702,1,0,0,90.063,267867,4,0
65,11,108,0,4073703,0.532,0.935,0,-4.798,1,0,0,128.025,241960,4,0
64,68,120,0,2317089,0.766,0.692,1,-4.672,1,0,0,102.028,205160,4,1
64,188,177,0,478231,0.177,0.425,2,-6.211,0,0,0,182.571,217827,3,0
64,154,154,0,5864120,0.485,0.723,10,-6.565,1,0,0,167.845,230213,4,1
64,68,120,0,5449773,0.731,0.563,2,-4.046,1,0,0,184.004,240427,4,0
63,68,120,0,975520,0.687,0.71,9,-5.84,1,0,0,79.235,216880,4,1
63,68,101,0,3533486,0.923,0.795,11,-3.61,0,0,0,123.021,242133,4,1
63,77,93,1,1788061,0.648,0.801,5,-7.24,0,0,0,78.946,240760,4,1
63,68,57,0,4342491,0.649,0.515,10,-8.869,0,0,0,89.828,273827,4,0
63,68,120,0,2317089,0.566,0.766,2,-5.036,1,0,0,168.005,233467,4,1
63,37,31,0,3504592,0.285,0.462,5,-6.166,0,0,0,142.365,314720,4,0
62,68,120,0,12293793,0.712,0.911,5,-3.866,0,0,0,117.533,196053,4,1
62,96,92,0,57338,0.495,0.878,6,-3.266,0,0,0,193.947,182120,4,1
62,0,177,0,149195,0.775,0.641,1,-6.718,1,0,0,119.974,243013,4,0
62,167,120,0,15581759,0.492,0.859,4,-4.274,1,0,0,92.474,223853,4,0
61,37,177,0,928405,0.793,0.859,0,-3.774,1,0,0,129.911,219920,4,1
61,160,177,0,434162,0.715,0.796,4,-4.889,0,0,0,129.04,218707,4,0
61,68,137,0,1765439,0.707,0.724,11,-3.887,0,0,0,108.984,250107,4,1
60,104,65,1,4614001,0.67,0.765,11,-5.019,1,0,0,148.126,320893,4,0
60,103,57,0,9700627,0.756,0.829,11,-3.973,1,0,0,120.163,245520,4,1
60,115,104,1,13558535,0.694,0.661,7,-4.847,1,0,0,82.48,244627,4,1
60,34,23,0,3014461,0.595,0.844,7,-4.678,1,0,0,127.981,222440,4,1
59,188,177,0,335223,0.571,0.841,2,-3.822,1,0,0,155.113,175907,4,1
77,68,120,0,7448377,0.744,0.766,0,-6.375,1,0,0,127.966,289133,4,1
78,16,31,0,26481297,0.851,0.806,4,-4.62,1,0,0,118.999,237200,4,1
77,168,137,0,34593078,0.508,0.72,11,-5.908,0,0,0,79.983,261640,4,0
69,32,31,1,26017648,0.813,0.627,11,-5.018,0,0,0,130.011,195853,4,1
78,68,93,0,8854861,0.72,0.672,7,-6.852,1,0,0,124.986,204640,4,1
79,168,177,0,74695770,0.617,0.741,2,-3.97,1,0,0,118.984,236267,4,0
87,53,65,0,20103224,0.79,0.647,10,-5.983,0,0,0,87.999,211000,4,1
84,84,57,1,8368245,0.491,0.956,11,-1.538,1,0,0,173.585,276920,4,1
84,16,31,1,26481297,0.696,0.921,0,-3.755,1,0,0,119.001,294573,4,1
83,152,147,0,5208380,0.542,0.905,9,-5.653,1,0,0,153.398,203347,4,0
82,2,31,0,7086761,0.703,0.444,11,-9.331,1,0,0,150.96,242947,4,1
81,19,5,0,1287960,0.871,0.701,5,-5.594,0,0,0,126.975,198440,4,1
81,84,57,1,8368245,0.632,0.924,1,-1.802,1,0,0,86.844,267520,4,0
80,68,120,0,1703931,0.727,0.68,2,-4.498,1,0,0,132.012,212507,4,1
79,11,21,0,4634193,0.64,0.957,8,-2.336,1,0,0,134.992,178013,4,1
79,25,98,0,6370188,0.492,0.81,7,-5.315,1,0,0,149.954,251840,4,0
79,168,177,0,20777609,0.652,0.698,10,-4.667,0,0,0,96.021,202067,4,0
79,45,15,1,75347210,0.395,0.922,1,-2.176,1,0,0,162.361,257690,4,1
79,18,20,0,1788387,0.758,0.712,7,-3.781,1,0,0,149.998,193387,4,1
78,152,147,0,5208380,0.276,0.715,0,-5.356,1,0,0,137.028,230760,4,0
77,59,31,0,29157250,0.865,0.69,7,-7.448,1,0,0,121.983,188867,4,1
77,18,36,1,4574735,0.375,0.862,11,-3.363,0,0,0,159.841,338853,4,0
77,152,113,0,7496780,0.602,0.905,2,-4.046,1,0,0,128.019,304840,4,0
77,16,31,0,26481297,0.822,0.739,1,-4.541,0,0,0,118.992,241933,4,1
77,167,120,0,15581759,0.516,0.764,2,-6.223,1,0,0,148.021,224693,4,0
77,168,177,0,74695770,0.687,0.745,6,-4.432,1,0,0,129.966,232120,4,0
76,68,120,0,12293793,0.791,0.733,6,-5.215,0,0,0,114.98,192360,4,1
76,152,113,0,14027664,0.268,0.742,5,-4.939,1,0,0,159.779,321093,4,0
75,45,15,1,75347210,0.457,0.906,5,-2.278,0,0,0,104.02,357707,5,1
75,50,117,0,7771259,0.452,0.563,4,-6.607,1,0,0,137.715,267653,3,0
75,154,115,0,3923904,0.338,0.803,8,-5.412,0,0,0,151.994,241853,4,0
76,18,36,1,4574735,0.68,0.687,9,-6.162,0,0,0,150.053,249533,4,0
74,115,111,0,6482989,0.881,0.441,11,-6.278,0,0,0,138.014,221240,4,1
73,75,65,1,70818341,0.516,0.874,9,-2.571,1,0,0,169.561,297520,3,0
73,68,93,0,9998829,0.85,0.631,1,-8.401,1,0,0,126.002,237600,4,1
73,68,93,0,3035792,0.839,0.804,1,-2.513,1,0,0,122.973,239987,4,1
73,9,45,0,640671,0.674,0.882,3,-2.771,0,0,0,123.016,205733,4,1
72,151,98,1,6486798,0.52,0.496,5,-8.121,1,0,0,138.81,247002,4,0
72,49,120,0,71991056,0.691,0.853,1,-2.528,0,0,0,145.999,215867,4,1
72,68,120,0,12293793,0.717,0.587,4,-7.296,0,0,0,129.954,216520,4,1
72,16,31,0,26481297,0.762,0.692,5,-3.973,0,0,0,114.906,208307,4,0
72,11,98,0,23474657,0.493,0.808,5,-3.365,0,0,0,117.971,268613,4,0
72,68,93,0,9998829,0.817,0.733,2,-6.009,1,0,0,127.056,237120,4,1
71,3,15,0,5864201,0.615,0.733,8,-4.808,1,0,0,122.58,244587,4,1
71,68,120,0,7970409,0.727,0.649,0,-5.356,1,0,0,129.992,254533,4,1
71,90,125,1,933264,0.791,0.713,5,-3.742,0,0,0,130.012,192573,4,1
71,168,177,0,20777609,0.327,0.588,4,-6.611,1,0,0,161.074,236067,4,0
71,11,108,0,3827815,0.46,0.796,0,-4.501,0,0,0,100.011,222067,4,0
71,11,98,0,2495741,0.718,0.691,4,-6.44,1,0,0,100.008,213107,4,1
72,16,31,0,26481297,0.894,0.678,6,-5.611,0,0,0,105.024,216333,4,1
71,53,127,0,6327157,0.677,0.523,7,-5.603,0,0,0,60.019,226507,4,0
70,68,120,0,9766413,0.526,0.882,9,-4.006,1,0,0,144.982,211493,4,0
70,68,120,0,7448377,0.798,0.629,11,-6.857,0,0,0,130.002,284373,4,0
70,64,28,0,6048468,0.623,0.59,4,-5.014,1,0,0,137.071,204200,4,1
70,168,137,0,34593078,0.426,0.584,1,-5.293,1,0,0,193.437,193213,4,0
70,68,120,0,8991830,0.742,0.468,10,-5.557,0,0,1,86.443,242200,4,0
69,18,36,1,4574735,0.713,0.746,0,-4.99,1,0,0,135.021,299747,4,0
69,11,16,0,6311221,0.485,0.911,3,-5.749,1,0,0,89.956,249067,4,1
69,154,115,0,3923904,0.23,0.492,8,-5.767,1,0,0,160.139,256613,4,0
69,65,67,1,1096326,0.673,0.614,7,-5.426,1,0,0,176.052,289747,4,0
69,68,120,0,11827919,0.615,0.711,11,-5.507,1,0,0,144.036,221253,4,1
68,68,120,0,15139634,0.614,0.797,6,-4.896,1,0,0,90.946,251533,4,0
68,167,120,0,15581759,0.529,0.948,0,-3.527,1,0,0,146.024,238000,4,1
68,129,98,0,685740,0.531,0.821,2,-6.812,1,0,0,129.139,230800,4,0
68,66,128,0,657103,0.541,0.812,4,-3.764,1,0,0,141.056,201627,4,1
68,68,120,1,7448377,0.866,0.857,9,-5.894,1,0,0,130.049,251440,4,0
67,68,67,0,1910474,0.588,0.877,8,-4.78,1,0,0,155.165,326187,4,1
67,51,120,0,7882771,0.63,0.694,10,-4.501,1,0,0,94.034,261427,4,0
67,168,177,0,8788757,0.605,0.902,10,-5.406,0,0,0,132.612,202587,4,1
67,38,58,0,1718783,0.525,0.742,10,-5.643,1,0,0,117.029,252280,4,0
67,170,176,1,142749,0.607,0.783,7,-4.41,1,0,0,113.172,231173,4,0
67,187,157,0,125525,0.621,0.923,2,-3.124,0,0,0,127.973,256213,4,1
67,75,65,0,70818341,0.924,0.853,2,-1.203,1,0,0,114.003,269613,4,1
67,97,177,0,33291754,0.657,0.941,8,-3.919,0,0,0,136.202,222400,4,1
66,79,38,0,3886900,0.617,0.778,9,-8.872,0,1,0,100.363,127920,4,0
66,53,65,0,20103224,0.76,0.524,1,-7.67,0,0,0,119.603,270307,4,0
66,157,125,0,1150309,0.521,0.702,0,-5.189,1,0,0,127.976,242840,4,0
66,157,125,0,498621,0.594,0.874,0,-3.716,1,0,0,119.964,196413,4,1
66,68,61,0,5406955,0.756,0.612,5,-4.371,1,0,0,111.572,218400,4,0
66,168,137,0,34593078,0.694,0.825,1,-5.986,1,0,0,121.949,208067,4,1
66,22,18,0,925401,0.557,0.783,6,-4.893,0,0,0,177.008,255360,4,0
66,24,120,1,55220475,0.48,0.486,6,-5.754,0,0,0,80.051,227533,4,0
66,9,75,0,1850664,0.64,0.789,0,-6.691,1,0,0,97.539,241640,4,0
65,95,48,0,482587,0.76,0.696,0,-5.811,1,0,0,127.029,205884,4,1
65,25,98,0,6370188,0.574,0.704,6,-4.72,1,0,0,109.999,168667,4,0
65,11,16,0,6311221,0.536,0.89,0,-5.222,1,0,0,115.998,252653,4,0
65,68,120,0,15139634,0.588,0.845,6,-4.497,1,0,0,138.014,231560,4,1
65,68,177,0,3754123,0.743,0.948,0,-4.445,0,0,0,130.024,312987,4,1
65,77,67,1,1233705,0.672,0.62,8,-4.865,1,0,0,78.005,221920,4,1
64,157,125,0,1150309,0.44,0.976,10,-3.17,1,0,0,150.005,226707,4,0
63,68,42,0,23391979,0.597,0.684,7,-6.614,1,0,0,130.99,210973,4,0
62,155,136,0,1614365,0.563,0.402,9,-10.496,1,0,0,115.561,310520,4,0
62,18,20,0,1788387,0.546,0.712,3,-3.104,0,0,0,150.154,206333,4,0
62,31,11,0,2245928,0.545,0.953,7,-5.172,1,0,0,140.002,216027,4,1
61,68,100,0,2467562,0.644,0.834,4,-6.473,1,0,0,117.043,215547,4,1
61,113,77,0,440145,0.545,0.918,0,-1.925,1,0,0,117.985,220627,4,1
61,125,177,1,252873,0.713,0.826,8,-4.075,1,0,0,86.444,241933,4,1
60,9,45,0,640671,0.629,0.969,8,-0.276,0,0,0,150.01,248627,4,1
60,32,31,0,26017648,0.675,0.862,11,-4.614,1,0,0,129.967,191000,4,0
60,104,65,1,2570318,0.789,0.55,11,-7.423,0,0,0,172.049,231573,4,1
84,68,120,0,48255094,0.635,0.841,5,-5.379,1,0,0,109.021,220734,4,0
84,75,65,1,70818341,0.749,0.925,10,-5.034,1,0,0,86.989,263373,4,1
84,16,31,1,26481297,0.696,0.921,0,-3.755,1,0,0,119.001,294573,4,1
80,30,56,0,2990925,0.791,0.59,1,-9.206,0,0,0,119.951,206067,4,1
83,68,120,0,7565223,0.755,0.837,2,-2.718,0,0,0,120.028,199693,4,1
70,32,31,0,26017648,0.561,0.87,8,-6.103,1,0,0,129.98,210093,4,0
83,68,120,0,2232686,0.751,0.783,4,-3.724,1,0,0,119.975,202613,4,1
84,24,120,0,55220475,0.789,0.706,11,-4.233,0,0,0,125.911,235493,4,1
77,168,177,0,27030222,0.791,0.754,0,-3.729,1,0,0,125.014,234653,4,0
84,68,100,0,4283227,0.673,0.886,1,-4.44,0,0,0,97.012,216773,4,1
83,49,120,0,71991056,0.728,0.859,5,-5.237,0,0,0,65.043,214240,4,1
82,68,120,0,48255094,0.498,0.59,1,-4.721,0,0,0,145.867,217867,4,0
82,139,135,0,9248202,0.4,0.915,0,-4.89,1,0,0,88.917,198773,3,1
82,75,65,1,70818341,0.855,0.954,0,-1.19,0,0,0,114.635,248133,5,1
81,18,27,0,10498948,0.663,0.861,7,-3.398,0,0,0,119.963,220800,4,1
80,24,120,1,55220475,0.563,0.75,11,-4.496,1,0,0,173.906,222920,4,1
80,68,120,0,1703931,0.727,0.68,2,-4.498,1,0,0,132.012,212507,4,1
80,129,120,0,2356763,0.512,0.662,3,-6.797,1,0,0,180.114,228347,4,0
78,68,93,0,8854861,0.616,0.869,0,-3.911,1,0,0,127.966,234560,4,0
77,68,120,0,2232686,0.607,0.934,3,-4.217,1,0,0,122.01,201547,4,1
77,68,120,0,1349550,0.768,0.82,7,-4.63,0,0,0,129.965,213293,4,1
77,68,57,0,2414873,0.531,0.752,1,-6.161,1,0,0,89.917,237800,4,0
76,18,31,1,2099932,0.66,0.867,6,-4.285,0,0,0,93.033,180480,4,0
75,18,27,0,10498948,0.781,0.745,4,-5.81,0,0,0,129.998,269493,4,0
75,16,31,0,26481297,0.824,0.836,3,-5.903,1,0,0,122.014,220640,4,1
75,168,177,0,27030222,0.719,0.798,10,-4.582,1,0,0,120.011,227741,4,1
74,24,120,0,55220475,0.689,0.784,2,-2.972,1,0,0,99.954,263173,4,1
74,127,76,0,2285977,0.563,0.739,6,-4.239,0,0,0,139.0,191707,4,1
74,170,177,1,359413,0.633,0.673,6,-6.403,0,0,0,86.776,211160,4,1
74,68,127,0,882686,0.706,0.751,9,-6.323,1,0,0,91.031,182307,4,0
74,68,137,1,7256852,0.844,0.601,1,-5.283,1,0,0,73.989,242013,4,0
73,16,31,0,26481297,0.623,0.793,11,-6.63,0,0,0,98.998,274213,4,0
76,18,31,0,2099932,0.688,0.853,10,-5.814,1,0,0,103.993,268320,4,1
73,168,177,0,74695770,0.529,0.67,2,-4.663,1,0,0,141.893,293027,4,0
73,155,120,0,10716101,0.484,0.368,6,-7.784,1,0,0,92.923,216480,4,0
73,24,120,1,55220475,0.567,0.707,8,-5.455,0,0,0,171.917,208427,4,1
72,152,100,0,1231520,0.482,0.833,5,-5.611,1,0,0,148.039,212293,4,1
72,68,120,0,7448377,0.816,0.813,6,-7.798,0,0,0,127.979,307640,4,0
72,77,127,1,2870656,0.733,0.664,8,-6.163,1,0,0,148.005,288133,4,1
72,168,177,0,74695770,0.624,0.757,7,-2.94,1,0,0,121.07,230707,4,1
71,17,31,0,1148375,0.435,0.837,3,-8.126,1,0,0,124.913,216893,4,1
71,68,120,0,7565223,0.826,0.612,1,-3.891,1,0,0,120.057,187133,4,1
71,45,15,1,75347210,0.35,0.845,7,-5.614,1,0,0,99.643,233560,5,0
71,174,139,1,19533399,0.692,0.736,1,-5.109,1,0,0,73.987,276560,4,0
71,115,104,1,13558535,0.376,0.841,3,-4.348,0,0,0,76.052,271947,4,0
71,68,120,0,1703931,0.854,0.674,11,-4.896,1,0,0,125.845,210800,4,1
70,68,120,0,2511177,0.652,0.605,8,-7.371,1,0,0,126.091,292707,4,0
70,171,137,0,706527,0.84,0.481,6,-7.123,0,0,0,95.497,243053,4,1
70,179,148,0,216753,0.799,0.783,1,-3.896,0,0,0,127.041,184573,4,1
70,68,120,0,7565223,0.729,0.675,5,-5.292,0,0,0,125.036,215200,4,1
69,24,31,0,698203,0.6,0.624,8,-3.631,1,0,0,90.036,226533,4,1
69,64,28,0,1581336,0.606,0.497,4,-6.611,1,0,0,130.739,222773,4,0
69,18,31,1,2587670,0.624,0.723,1,-6.782,1,0,0,84.789,216933,4,1
69,68,120,0,11827919,0.615,0.711,11,-5.507,1,0,0,144.036,221253,4,1
70,68,120,0,2511177,0.531,0.574,10,-6.693,0,0,0,115.68,232467,5,0
68,84,57,1,8368245,0.637,0.69,9,-3.214,0,0,0,140.329,253907,4,0
68,68,120,1,7565223,0.752,0.836,10,-3.173,1,0,0,120.003,172053,4,1
68,170,177,1,86527,0.846,0.438,11,-4.981,1,0,0,85.013,237480,4,1
68,68,120,1,7448377,0.597,0.517,0,-6.963,1,0,0,92.035,257560,4,0
68,45,15,0,75347210,0.627,0.614,6,-6.006,0,0,0,96.038,208947,4,1
67,154,154,0,5864120,0.681,0.593,5,-9.327,1,0,0,115.058,250373,4,1
67,129,92,0,11963230,0.547,0.197,10,-12.002,1,0,0,133.85,191827,4,0
67,64,28,0,1849692,0.702,0.795,1,-4.764,1,0,0,83.961,247587,4,1
67,18,31,0,2099932,0.549,0.932,8,-4.11,0,0,0,82.439,196133,4,1
66,18,177,0,570782,0.696,0.875,0,-3.682,1,0,0,127.39,222733,4,1
66,168,177,0,20777609,0.63,0.91,11,-2.919,0,0,0,116.98,168213,4,1
66,68,86,0,11188101,0.648,0.942,10,-2.881,0,0,0,129.007,231373,4,1
66,64,28,0,3752805,0.581,0.717,4,-4.433,1,0,0,107.884,236440,4,0
66,68,120,0,11827919,0.442,0.83,9,-4.02,1,0,0,89.338,215747,4,1
66,68,93,0,3035792,0.734,0.639,1,-3.241,1,0,0,121.212,201653,4,1
66,154,154,0,5864120,0.624,0.554,2,-8.113,1,0,0,97.031,269720,4,0
66,70,39,0,288955,0.451,0.948,0,-0.74,1,0,0,176.985,192447,4,0
66,90,125,1,933264,0.607,0.805,11,-5.579,0,0,0,139.894,202667,4,0
66,19,6,0,43050,0.902,0.805,6,-5.003,1,0,0,124.985,157438,4,1
65,18,31,1,2587670,0.785,0.498,1,-6.977,1,0,0,143.96,201587,4,0
65,18,27,0,10498948,0.59,0.698,11,-4.262,1,0,0,95.975,224093,4,0
65,116,167,0,313836,0.61,0.836,5,-4.455,1,0,0,126.056,181827,4,1
64,68,120,0,11827919,0.762,0.748,0,-4.15,0,0,0,110.009,199027,4,1
64,168,177,0,40523576,0.704,0.81,4,-4.874,0,0,0,102.98,216200,4,1
64,68,71,0,1498809,0.44,0.683,11,-4.732,0,0,0,185.948,227320,4,0
64,68,137,0,7256852,0.724,0.87,1,-3.614,0,0,1,93.01,207547,4,1
63,51,120,1,7882771,0.396,0.629,9,-4.78,1,0,0,173.794,252853,4,0
63,90,125,0,933264,0.682,0.889,0,-4.166,1,0,0,138.021,192440,4,1
63,155,120,0,10716101,0.496,0.821,5,-5.155,1,0,0,110.977,249013,5,1
63,2,89,0,1895633,0.676,0.762,1,-4.172,1,0,0,119.003,207493,4,1
62,24,120,1,55220475,0.479,0.906,0,-4.03,0,0,0,155.887,266987,4,1
62,86,121,0,3706491,0.802,0.781,0,-6.564,1,1,0,125.026,169920,4,1
62,177,177,0,210502,0.625,0.699,0,-6.416,1,0,0,75.974,220520,4,1
61,68,45,0,813028,0.573,0.926,6,-6.045,1,0,0,117.047,278080,4,0
60,18,36,1,2642771,0.76,0.595,1,-6.366,1,0,0,131.497,263773,4,0
60,35,48,0,1210842,0.514,0.83,11,-6.077,0,0,0,100.631,289360,4,0
59,68,120,0,7970409,0.708,0.771,5,-6.99,0,0,0,128.013,251573,4,0
59,112,133,0,1508161,0.473,0.604,7,-4.034,1,0,0,123.848,232000,4,0
58,129,92,0,11963230,0.504,0.814,5,-5.346,0,0,0,149.967,176613,4,1
57,35,31,0,2629006,0.69,0.617,8,-5.022,0,0,0,134.023,205200,4,1
57,86,121,0,210496,0.681,0.804,1,-8.901,0,1,0,126.016,218616,4,0
56,68,61,0,760361,0.639,0.862,10,-3.292,1,0,0,117.011,207613,4,1
55,115,93,1,9733957,0.544,0.781,10,-3.616,1,0,0,150.1,232507,4,0
53,2,71,0,161575,0.589,0.893,0,-2.948,1,0,0,92.011,212507,4,1
53,168,177,0,74695770,0.491,0.703,7,-4.5,1,0,0,157.988,242480,4,0
82,37,120,1,48469343,0.73,0.769,8,-5.114,1,0,0,104.948,228093,4,1
74,168,177,0,40523576,0.722,0.758,11,-4.477,0,0,0,128.047,201160,4,1
71,68,120,0,4208575,0.75,0.727,5,-4.21,0,0,0,129.993,262173,4,0
72,168,177,0,27030222,0.638,0.832,8,-5.039,1,0,0,124.071,227893,4,1
79,68,120,0,48255094,0.704,0.558,2,-7.273,0,0,0,110.444,222091,4,0
91,174,177,0,4638044,0.684,0.607,11,-8.127,0,0,0,81.001,195373,4,0
86,166,120,0,44257589,0.449,0.585,5,-6.761,1,0,0,139.631,278719,4,0
85,129,96,0,3693722,0.733,0.71,5,-5.849,0,0,0,127.975,239600,4,1
84,68,93,0,9998829,0.671,0.939,8,-3.206,1,0,0,129.024,252307,4,1
83,68,127,0,1450416,0.646,0.795,9,-3.293,1,0,0,89.99,210960,4,1
83,168,177,0,8788757,0.858,0.678,1,-3.87,0,0,0,117.009,188453,4,1
83,37,120,0,48469343,0.603,0.67,2,-3.882,0,0,0,107.993,242974,4,0
82,168,177,0,3591292,0.421,0.407,10,-7.445,1,0,0,139.028,285120,3,0
82,24,120,0,55220475,0.735,0.766,1,-4.485,1,0,0,127.985,215227,4,1
81,117,120,1,28214662,0.723,0.86,11,-4.357,1,0,0,126.979,200013,4,1
80,127,84,0,1140599,0.56,0.936,3,-5.835,1,0,0,112.96,218013,4,0
80,68,120,0,12353477,0.73,0.777,3,-5.194,0,0,0,130.0,284867,4,1
80,53,65,1,20103224,0.531,0.803,1,-3.284,1,0,0,142.113,299613,4,0
81,37,120,0,48469343,0.556,0.319,9,-8.251,1,0,0,135.187,285240,4,0
80,68,120,1,15139634,0.7,0.709,7,-5.006,1,0,0,122.019,202960,4,1
80,35,31,0,2629006,0.722,0.851,7,-3.873,0,0,0,126.885,197936,4,0
82,24,120,0,55220475,0.769,0.684,1,-5.019,1,0,0,127.972,243600,4,1
79,115,116,1,11041692,0.684,0.834,2,-4.524,0,0,0,164.02,217667,4,1
79,45,15,1,75347210,0.636,0.566,6,-7.16,0,0,0,151.894,235987,4,0
78,68,120,0,7448377,0.659,0.628,0,-8.685,0,0,0,94.05,219427,4,0
78,168,177,0,8788757,0.682,0.927,4,-2.915,1,0,0,101.019,195613,4,1
78,18,36,1,2642771,0.76,0.595,1,-6.366,1,0,0,131.497,263773,4,0
77,168,137,0,34593078,0.652,0.749,0,-5.248,1,0,0,94.103,267413,4,1
77,68,120,0,48255094,0.621,0.82,10,-4.865,1,0,0,144.905,230192,4,0
76,168,177,0,27030222,0.649,0.815,3,-3.796,0,0,0,126.03,230747,4,1
